StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,Q75,GENDER,EDU,RACE,RACE_7_TEXT,AGE_CAT,PARTY7,SOCIAL_1,SOCIAL_2,SOCIAL_3,SOCIAL_4,KNOW_EDU,KNOW_HELP,AI,FOLLOW,IDEO_1,PPID_1,PPID_2,PPID_3,PPID_4,CHECK,CHECK_6_TEXT,BEN_3_1,BEN_3_2,BEN_3_3,IMM_3_1,IMM_3_2,IMM_3_3,TRUMP_ECON_3_1,TRUMP_ECON_3_2,TRUMP_ECON_3_3,FAIR,BIASED,TRUST,AGREE,CIVIL_FAIR,CIVIL_BIASED,CIVIL_TRUST,CIVIL_AGREE,FACTS_FAIR,FACTS_BIASED,FACTS_TRUST,FACTS_AGREE,DEC_FAIR,DEC_BIASED,DEC_TRUST,DEC_AGREE,IMM_AGREE,IMM_QUALITY,IMM_CRED,IMM_BIASED,BEN_AGREE,BEN_QUALITY,BEN_CRED,BEN_BIASED,TE_AGREE,TE_QUALITY,TE_CRED,TE_BIASED,OPEN,AGE,RELIGION,RELIGION_11_TEXT,BORN_AGAIN,INCOME,condition,pro,pid,psid,screen,caps_person_mod,lc_moderator,caps_moderator,lc_trained,lc_person,lc_journo,lc_journo_verb,lc_person_pronoun,lc_no_artilce,lc_analysis,lc_person_pronoun_no_article,lc_write_gen,lc_write_gen_post,lc_this_person,lc_wrote_gen_post,lc_generating,lc_this_mod,party,own_imm_lib,own_ben_lib,own_trump_lib,imm_lib,ben_lib,trump_lib
11/30/2019 16:26,11/30/2019 16:47,0,73.233.112.153,100,1292,1,11/30/2019 16:47,R_2DXJRv1T7BMxxNE,,,,,40.0092926,-75.186203,anonymous,EN,1,2,7,6,,4,1,1,1,5,5,1,3,"1,2,7,8,9",20,0,7,3,7,1,2,,1,1,1,1,1,1,1,1,1,4,4,4,4,4,4,4,4,1,1,1,1,2,5,3,4,1,1,1,1,1,1,1,1,1,1,1,1,"AI will always be biased by whoever programmed it. If we were talking about AI assisted surgery, I'd say that bias is probably a good thing, because the goal of the manufacturers, programmers, sales people and medical professionals is to have a good surgical outcome. Some like the amount of blockage in an artery can be measured, and there's not going to be much difference in opinion about such a thing. AI systems that collect news stories are going to collect all kinds of fake and biased news. Having ""the majority of sources"" say one thing or another means absolutely nothing, as far as the truth is concerned. On the other hand, having ONE source that is constantly edited by the public can be extrodinarily accurate, as Wikipedia has proven. The ""wisdom of the crowd"" theory works, but only when real people are controlling it.",47,11,Quaker,2,14,3,0,1504457515,KS_G9QDMwM1PXe4wcolu6g**,,An AI-assisted person who is trained to moderate discussions,a moderator aided by AI,A moderator aided by AI,a trained person aided by AI,a person aided by AI,editors and journalists aided by AI,editors and journalists aided by AI are,a person assisted by an AI who,AI-assisted person,an analysis of computational models,person assisted by an AI who,created,generated and posted,an AI-assisted person,generated and posted,generating,an AI-assisted moderator,Democrat,1,1,1,0,0,0
11/30/2019 16:58,11/30/2019 18:01,0,73.22.84.72,100,3761,1,11/30/2019 18:01,R_1OObfY96B9CKa5f,,,,,41.56359863,-88.21569824,anonymous,EN,1,2,7,3,,3,1,3,4,1,4,5,3,"1,2,5,6,7",21,0,6,6,6,4,2,,1,1,1,1,5,1,1,1,1,4,1,4,4,1,1,4,7,1,1,3,1,1,1,1,1,7,4,4,1,1,1,1,1,7,4,4,1,no comment,42,9,,,22,1,1,1502405134,KS_G9QDMwM1GX8zBc_89mQ**,,An AI trained to moderate discussions,an AI trained to moderate,An AI trained to moderate,a trained AI,an AI,an AI,an AI is,an AI that,AI,computational models,AI that,generated,generated and posted,an AI,generated and posted,generating,an AI,Democrat,2.333333333,1,1,1,1,1
11/30/2019 17:25,11/30/2019 17:40,0,74.79.215.82,100,919,1,11/30/2019 17:40,R_2E67ev4eChN7dTi,,,,,42.92849731,-76.55909729,anonymous,EN,1,1,5,6,,4,1,4,5,1,1,5,3,"1,2,8",1,0,5,6,7,5,2,,1,7,1,2,13,1,1,1,1,7,7,7,7,7,7,7,7,7,4,4,4,3,5,4,5,6,4,6,4,5,4,4,1,4,2,2,1,,50,10,,,9,2,1,1667946741,KS_G9QDMwM2VX99WjCyxyw**,,A person moderating the discussions,a moderator,A moderator,a trained person,a person,editors and journalists,editors and journalists are,a person who,person,an analysis,person who,written,written and posted,a person,wrote and posted,posting,a moderator,Democrat,5.333333333,3,1,1,1,1
11/30/2019 17:26,11/30/2019 17:34,0,66.17.121.120,100,475,1,11/30/2019 17:34,R_2xV1iovefdAsrxn,,,,,44.30470276,-96.78710175,anonymous,EN,1,2,6,6,,3,1,5,5,3,4,1,4,"1,2,7,8",21,0,6,6,5,4,2,,3,2,3,2,2,7,2,1,1,4,3,4,5,5,5,5,5,5,5,6,6,4,6,5,6,1,1,1,1,1,1,1,3,2,2,1,1,no,41,10,,,12,2,0,1521295910,KS_G9QDMwM3yC8BFTDtV6Q**,,A person moderating the discussions,a moderator,A moderator,a trained person,a person,editors and journalists,editors and journalists are,a person who,person,an analysis,person who,written,written and posted,a person,wrote and posted,posting,a moderator,Democrat,3.666666667,2.666666667,1.333333333,0,0,0
11/30/2019 18:06,11/30/2019 18:19,0,74.101.114.94,100,774,1,11/30/2019 18:19,R_3fuEN8Hi12UVdCj,,,,,40.58279419,-73.95320129,anonymous,EN,1,2,5,3,,5,1,1,1,3,3,1,1,"1,2,7,8,9,10",21,0,7,7,7,7,2,,5,4,3,1,3,2,1,1,1,4,5,4,4,5,5,4,5,4,6,4,4,3,3,4,4,1,2,3,2,1,2,2,1,1,1,1,1,no comments,55,10,,,11,3,0,1502466213,KS_G9QDMwM17_Bu6w0o-Cg**,,An AI-assisted person who is trained to moderate discussions,a moderator aided by AI,A moderator aided by AI,a trained person aided by AI,a person aided by AI,editors and journalists aided by AI,editors and journalists aided by AI are,a person assisted by an AI who,AI-assisted person,an analysis of computational models,person assisted by an AI who,created,generated and posted,an AI-assisted person,generated and posted,generating,an AI-assisted moderator,Democrat,2,4,1,0,0,0
11/30/2019 18:20,11/30/2019 18:28,0,75.182.250.185,100,443,1,11/30/2019 18:28,R_2DSQxQF4jTKpKjX,,,,,36.12190247,-79.77770233,anonymous,EN,1,2,2,6,,3,3,5,5,2,5,5,4,1,20,0,3,1,4,3,2,,1,1,1,1,1,1,1,1,1,4,5,4,4,4,5,4,4,4,4,4,4,6,6,5,5,1,1,1,1,1,1,1,1,1,1,1,1,no,38,12,,,13,2,0,1325144235,KS_G9QDMwM3t3-wJbVwx4g**,,A person moderating the discussions,a moderator,A moderator,a trained person,a person,editors and journalists,editors and journalists are,a person who,person,an analysis,person who,written,written and posted,a person,wrote and posted,posting,a moderator,Democrat,1,1,1,0,0,0
11/30/2019 18:22,12/2/2019 16:21,0,184.96.15.159,100,165538,1,12/2/2019 16:21,R_2awoYspguqZFVaa,,,,,39.75010681,-104.995697,anonymous,EN,1,2,7,7,multi-racial,3,1,2,5,1,2,5,4,"3,7,8,10",8,0,7,6,7,6,2,,1,1,1,1,1,1,1,1,1,6,6,3,4,3,5,3,4,3,2,2,4,3,2,5,5,1,3,3,1,1,2,2,1,1,2,1,1,,35,12,,,25,2,0,1517525027,KS_G9QDMwM1spNJKnNNtAQ**,,A person moderating the discussions,a moderator,A moderator,a trained person,a person,editors and journalists,editors and journalists are,a person who,person,an analysis,person who,written,written and posted,a person,wrote and posted,posting,a moderator,Democrat,1,1,1,0,0,0
12/2/2019 11:29,12/2/2019 11:39,0,73.106.75.82,100,599,1,12/2/2019 11:39,R_1ginjBQqpMQeWOL,,,,,33.82290649,-84.35350037,anonymous,EN,1,2,3,4,,1,1,5,5,3,5,5,2,"1,2,5,7,8,9,10",20,0,7,7,5,4,2,,1,1,1,2,2,1,1,2,1,3,3,3,3,2,2,3,3,4,6,4,4,4,3,4,4,1,1,1,1,1,1,2,2,1,1,1,1,I think it was very insightful.,21,10,,,20,2,0,1322330694,KS_G9QDMwM1-yYiSYd1uGQ**,,A person moderating the discussions,a moderator,A moderator,a trained person,a person,editors and journalists,editors and journalists are,a person who,person,an analysis,person who,written,written and posted,a person,wrote and posted,posting,a moderator,Democrat,1.666666667,1,1.333333333,0,0,0
12/2/2019 14:35,12/2/2019 14:40,0,108.76.106.77,100,299,1,12/2/2019 14:40,R_3qdFqXabtZW3bRl,,,,,28.39100647,-80.78700256,anonymous,EN,1,1,6,6,,4,1,3,2,3,3,2,4,"1,2,7,8,9,10",21,0,7,7,7,7,2,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,no,47,10,,,23,1,0,1520413966,KS_G9QDMwM1n5h6V9EhJxQ**,,An AI trained to moderate discussions,an AI trained to moderate,An AI trained to moderate,a trained AI,an AI,an AI,an AI is,an AI that,AI,computational models,AI that,generated,generated and posted,an AI,generated and posted,generating,an AI,Democrat,1,1,1,0,0,0
12/2/2019 14:52,12/2/2019 14:56,0,73.183.118.220,100,260,1,12/2/2019 14:56,R_3NPbh7rd2foWlzg,,,,,40.43249512,-79.86299896,anonymous,EN,1,1,7,6,,5,1,4,4,4,5,5,2,"1,2,7,8,9,10",21,0,7,5,7,7,2,,1,1,1,1,1,1,1,1,1,7,7,7,7,4,4,4,4,6,5,4,4,4,4,4,4,1,1,1,1,1,1,1,1,1,1,1,1,NONE,62,12,,,26,2,0,1505035040,KS_G9QDMwM28Y6CpX8hwJA**,,A person moderating the discussions,a moderator,A moderator,a trained person,a person,editors and journalists,editors and journalists are,a person who,person,an analysis,person who,written,written and posted,a person,wrote and posted,posting,a moderator,Democrat,1,1,1,0,0,0
12/2/2019 14:58,12/2/2019 15:05,0,162.154.232.128,100,403,1,12/2/2019 15:05,R_xlNsu7gWH4pNm7f,,,,,39.248703,-84.34570313,anonymous,EN,1,2,6,6,,6,1,1,3,1,2,5,3,2,7,0,5,5,7,4,2,,1,1,1,1,1,1,1,1,1,4,4,4,4,4,4,3,5,3,4,2,4,4,4,3,3,5,4,4,4,5,4,4,4,4,1,1,1,,79,5,,,22,2,1,1502986375,KS_G9QDMwM3-REXs7hznSw**,,A person moderating the discussions,a moderator,A moderator,a trained person,a person,editors and journalists,editors and journalists are,a person who,person,an analysis,person who,written,written and posted,a person,wrote and posted,posting,a moderator,Democrat,1,1,1,1,1,1
12/2/2019 15:13,12/2/2019 15:20,0,24.16.43.97,100,446,1,12/2/2019 15:20,R_ahJI8RoWWgkDPW1,,,,,47.72290039,-122.1960983,anonymous,EN,1,1,6,6,,6,1,4,4,4,4,1,2,"1,2,3,4,5,6,7,8,9,10",21,0,7,5,7,7,2,,1,1,1,1,1,1,1,1,1,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,1,1,1,1,7,1,1,1,1,1,1,1,,77,10,,,24,1,0,1504516594,KS_G9QDMwM3JQOTD1bJZVQ**,,An AI trained to moderate discussions,an AI trained to moderate,An AI trained to moderate,a trained AI,an AI,an AI,an AI is,an AI that,AI,computational models,AI that,generated,generated and posted,an AI,generated and posted,generating,an AI,Democrat,1,1,1,0,0,0
12/2/2019 15:40,12/2/2019 15:59,0,75.70.198.21,100,1121,1,12/2/2019 15:59,R_2feVYeON31PyMhl,,,,,38.91290283,-104.7794037,anonymous,EN,1,2,5,6,,4,1,4,5,4,5,5,2,"1,7,8",8,0,7,7,7,7,2,,1,1,1,1,1,1,1,1,1,4,7,7,7,7,7,7,7,4,3,3,3,5,5,5,5,1,1,1,1,1,1,1,1,1,1,1,1,No.,50,12,,,3,2,0,1609744114,KS_G9QDMwM3Q5ZkRK6B_WQ**,,A person moderating the discussions,a moderator,A moderator,a trained person,a person,editors and journalists,editors and journalists are,a person who,person,an analysis,person who,written,written and posted,a person,wrote and posted,posting,a moderator,Democrat,1,1,1,0,0,0
12/2/2019 16:06,12/2/2019 16:12,0,73.130.192.151,100,371,1,12/2/2019 16:12,R_xfwjaVCNrbA0vUR,,,,,41.41189575,-75.6690979,anonymous,EN,1,1,7,6,,5,1,2,4,1,2,5,3,"1,6,7",20,0,7,3,7,4,2,,1,1,1,2,2,1,1,1,1,4,6,3,4,4,5,3,5,4,3,2,3,5,4,6,5,3,4,2,2,1,1,1,1,4,1,1,1,,64,9,,,26,2,0,1500646674,KS_G9QDMwM0_qc3H47rshg**,,A person moderating the discussions,a moderator,A moderator,a trained person,a person,editors and journalists,editors and journalists are,a person who,person,an analysis,person who,written,written and posted,a person,wrote and posted,posting,a moderator,Democrat,1.666666667,1,1,0,0,0
12/2/2019 16:24,12/2/2019 16:29,0,99.8.138.241,100,347,1,12/2/2019 16:29,R_3oYLVl0pYKPXxyF,,,,,34.16569519,-118.3408966,anonymous,EN,1,2,7,6,,4,1,4,4,2,5,4,4,"1,2,7,8,10",21,0,7,6,7,4,2,,3,2,2,1,4,1,1,1,1,1,6,1,2,3,5,2,4,5,7,6,4,4,4,2,2,1,1,1,2,1,1,1,1,1,1,1,1,The quality and relevance of an AI's contributions really depends on who originally programmed the AI and how.,48,5,,,10,1,0,1628047388,KS_G9QDMwM1xPeHFfsvzjA**,,An AI trained to moderate discussions,an AI trained to moderate,An AI trained to moderate,a trained AI,an AI,an AI,an AI is,an AI that,AI,computational models,AI that,generated,generated and posted,an AI,generated and posted,generating,an AI,Democrat,2,2.333333333,1,0,0,0
12/2/2019 17:55,12/2/2019 18:04,0,174.103.204.162,100,520,1,12/2/2019 18:04,R_25GyuG2oR5uK9ae,,,,,44.43710327,-88.07949829,anonymous,EN,1,2,6,6,,4,1,3,5,4,5,1,3,11,21,0,7,4,7,7,2,,1,1,1,1,1,1,7,1,1,5,4,4,4,7,7,5,5,6,6,6,5,5,6,5,5,1,1,1,1,1,1,1,1,1,1,1,1,No but interesting. I wasn't sure at first if I was understand what AI really was. I have heard of it but the more the questions went on I became fully aware of what it was. Thanks for the education:-),46,11,New Spirituality (Free) ad Native American,1,9,1,0,1606016329,KS_G9QDMwM3oanniXum1QQ**,,An AI trained to moderate discussions,an AI trained to moderate,An AI trained to moderate,a trained AI,an AI,an AI,an AI is,an AI that,AI,computational models,AI that,generated,generated and posted,an AI,generated and posted,generating,an AI,Democrat,1,1,3,0,0,0
12/2/2019 17:57,12/2/2019 18:01,0,63.241.40.128,100,255,1,12/2/2019 18:01,R_AFL0OgsctRKUQo1,,,,,37.79580688,-122.4203033,anonymous,EN,1,1,7,6,,4,1,4,4,3,3,1,3,"1,2,3,4,5,6,7,8,9,10",20,0,5,5,4,3,2,,1,1,1,1,1,1,7,1,1,4,5,4,5,4,5,4,5,4,5,4,5,4,5,4,5,1,1,1,1,1,2,1,1,4,3,3,1,,46,9,,,28,3,0,1504885992,KS_G9QDMwM1f3uKmn-W4hQ**,,An AI-assisted person who is trained to moderate discussions,a moderator aided by AI,A moderator aided by AI,a trained person aided by AI,a person aided by AI,editors and journalists aided by AI,editors and journalists aided by AI are,a person assisted by an AI who,AI-assisted person,an analysis of computational models,person assisted by an AI who,created,generated and posted,an AI-assisted person,generated and posted,generating,an AI-assisted moderator,Democrat,1,1,3,0,0,0
12/2/2019 18:00,12/2/2019 18:09,0,65.60.160.97,100,522,1,12/2/2019 18:09,R_2BgO3FtfgRS0bY5,,,,,40.11489868,-82.90540314,anonymous,EN,1,2,3,6,,3,1,3,4,1,2,5,3,"8,10",4,0,4,4,6,4,2,,1,1,1,1,1,1,1,1,1,7,7,6,7,7,7,6,7,7,7,4,7,4,4,7,4,1,4,4,1,1,4,1,1,1,4,1,1,nothing,36,10,,,4,2,0,1502783754,KS_G9QDMwM1qCMR-Clrvog**,,A person moderating the discussions,a moderator,A moderator,a trained person,a person,editors and journalists,editors and journalists are,a person who,person,an analysis,person who,written,written and posted,a person,wrote and posted,posting,a moderator,Democrat,1,1,1,0,0,0
12/2/2019 18:04,12/2/2019 18:20,0,72.228.1.15,100,923,1,12/2/2019 18:20,R_1Oq1SLuBSD8dWb6,,,,,42.45089722,-73.24949646,anonymous,EN,1,2,7,6,,5,1,4,4,3,3,5,3,"1,2,7,8,9,10",20,0,7,5,7,6,2,,2,1,1,1,1,1,5,2,1,5,5,4,6,5,4,5,5,5,5,3,3,5,6,6,6,1,2,1,2,2,2,2,2,1,2,2,1,This was one of the most interesting surveys in which I've been asked to participate. Thank you.,61,11,Religious Society of Friends,2,24,2,0,1647384559,KS_G9QDMwM17C8KXsMOetg**,,A person moderating the discussions,a moderator,A moderator,a trained person,a person,editors and journalists,editors and journalists are,a person who,person,an analysis,person who,written,written and posted,a person,wrote and posted,posting,a moderator,Democrat,1,1.333333333,2.666666667,0,0,0
12/2/2019 18:10,12/2/2019 18:20,0,173.169.107.209,100,619,1,12/2/2019 18:20,R_2VDCwmstO7upns8,,,,,27.98219299,-81.67060089,anonymous,EN,1,1,4,6,,6,1,5,5,5,5,5,1,"1,2,6,8,10",21,0,6,2,5,2,2,,1,1,1,1,1,1,7,1,1,6,6,5,6,6,6,5,6,4,4,3,4,5,5,5,5,1,1,1,1,1,1,1,1,1,1,1,1,Asking general questions about AI without taking the bias of the programmer into consideration are not really valid - there fore my answers were based upon the assumption that the programmer was trying to be unbiased - a rather shaky assumption!,77,11,MILITANT ATHEIST,2,7,3,0,1408512024,KS_G9QDMwM0cZ3QZcCdgIg**,,An AI-assisted person who is trained to moderate discussions,a moderator aided by AI,A moderator aided by AI,a trained person aided by AI,a person aided by AI,editors and journalists aided by AI,editors and journalists aided by AI are,a person assisted by an AI who,AI-assisted person,an analysis of computational models,person assisted by an AI who,created,generated and posted,an AI-assisted person,generated and posted,generating,an AI-assisted moderator,Democrat,1,1,3,0,0,0
