StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,CONSENT,GENDER,EDU,COMUNIDAD_AUTÓNOMA,AGE_CAT,SOCIAL_1,SOCIAL_2,SOCIAL_3,SOCIAL_4,KNOW_EDU,KNOW_HELP,AI,FOLLOW,IDEO_1,PPID_1,PPID_2,PPID_3,PPID_4,CHECK,CHECK_6_TEXT,UNEM_3_1,UNEM_3_2,UNEM_3_3,IMM_3_1,IMM_3_2,IMM_3_3,CATAL_3_1,CATAL_3_2,CATAL_3_3,FAIR,BIASED,TRUST,AGREE,CIVIL_FAIR,CIVIL_BIASED,CIVIL_TRUST,CIVIL_AGREE,FACTS_FAIR,FACTS_BIASED,FACTS_TRUST,FACTS_AGREE,DEC_FAIR,DEC_BIASED,DEC_TRUST,DEC_AGREE,IMM_AGREE,IMM_QUALITY,IMM_CRED,IMM_BIASED,BEN_AGREE,BEN_QUALITY,BEN_CRED,BEN_BIASED,TE_AGREE,TE_QUALITY,TE_CRED,TE_BIASED,INCOME,AGE,OPEN,condition,pro,pid,psid,screen,SCENARIO_01,SCENARIO_02,SCENARIO_03,SCENARIO_04,SCENARIO_05,SCENARIO_06,SCENARIO_07,SCENARIO_08,SCENARIO_09,SCENARIO_10,SCENARIO_11,Create New Field or Choose From Dropdown...,ideology,own_imm_lib,own_unem_lib,own_catal_lib,imm_lib,unem_lib,catal_lib
12/18/2019 7:52,12/18/2019 7:56,0,62.42.181.140,100,216,1,12/18/2019 7:56,R_2aqxIirdkQIR2cT,,,,,40.96879578,-5.663894653,anonymous,EN,1,1,4,8,3,5,4,4,4,4,4,"9,10",20,5,4,4,4,4,2,,7,8,7,6,7,9,6,7,7,5,4,5,4,4,4,5,5,5,5,5,5,4,5,6,5,4,4,5,5,5,5,5,4,4,5,5,5,4,28,,3,0,1451011500,OXBbUeeV77EWmT7PWHq6CA**,,moderador con la ayuda de Inteligencia Artificial,una persona con la ayuda de Inteligencia Artificial,moderador ayudado por Inteligencia Artificial,editores y periodistas ayudados por Inteligencia Artificial,los editores y periodistas ayudados por Inteligencia Artificial actuarían,los editores y periodistas ayudados por Inteligencia Artificial serían,unos editores y periodistas ayudados por Inteligencia Artificial recomienden,una persona que con la ayuda de Inteligencia Artificial,esta persona ayudada por Inteligencia Artificial,la misma persona que con la ayuda de Inteligencia Artificial,los editores y periodistas ayudados por Inteligencia Artificial serían políticamente objetivos e imparciales,,centro,7.333333333,7.333333333,6.666666667,1,1,0
12/18/2019 7:52,12/18/2019 7:57,0,81.44.129.249,100,318,1,12/18/2019 7:57,R_1l0u2qCwedGQqxi,,,,,42.62989807,-8.626998901,anonymous,EN,1,2,4,11,2,5,3,3,2,5,1,11,1,5,4,4,4,4,2,,7,7,7,7,7,7,7,7,7,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,6,14,no,1,0,1445460757,OXBbUeeV77Hn-ccwSnu-Fg**,,programa de Inteligencia Artificial,programa de Inteligencia Artificial,programa de Inteligencia Artificial,un programa de Inteligencia Artificial,el programa de Inteligencia Artificial actuaría,el programa de Inteligencia Artificial sería,un programa de Inteligencia Artificial recomiende,un programa de Inteligencia Artificial que,este programa de Inteligencia Artificial,el mismo programa de Inteligencia Artificial que,el programa de Inteligencia Artificial sería políticamente objetivo e imparcial,,centro,7,7,7,1,1,1
12/18/2019 7:52,12/18/2019 7:59,0,83.213.153.94,100,407,1,12/18/2019 7:59,R_1DOmU40JmXX5tm5,,,,,43.14320374,-2.962005615,anonymous,EN,1,1,4,16,3,5,4,3,5,5,4,"1,8,9,10",20,9,6,1,7,2,2,,7,11,10,12,11,13,12,13,11,2,1,2,2,2,1,2,1,2,1,2,1,3,2,2,2,6,5,6,4,5,3,3,5,3,4,5,3,8,31,gracias,2,1,1486072106,OXBbUeeV77GuZ5HhHg-sIQ**,,moderador,persona,moderador,editores y periodistas,los editores y periodistas actuarían,los editores y periodistas serían,unos editores y periodistas recomienden,una persona que,esta persona,la misma persona que,los editores y periodistas serían políticamente objetivos e imparciales,,derechas,12,9.333333333,12,0,0,0
12/18/2019 7:52,12/18/2019 7:55,0,81.36.52.131,100,169,1,12/18/2019 7:55,R_dpCm85eOBp914aZ,,,,,36.59039307,-6.23500061,anonymous,EN,1,2,5,1,3,5,5,5,4,2,3,"1,2,8",21,8,4,5,4,5,2,,5,5,4,5,6,4,6,5,5,6,3,3,5,4,5,4,2,6,6,5,6,7,4,6,5,6,6,6,5,4,4,3,3,6,2,4,3,7,23,No,3,1,1654343557,OXBbUeeV77GM6nqadrCPnw**,,moderador con la ayuda de Inteligencia Artificial,una persona con la ayuda de Inteligencia Artificial,moderador ayudado por Inteligencia Artificial,editores y periodistas ayudados por Inteligencia Artificial,los editores y periodistas ayudados por Inteligencia Artificial actuarían,los editores y periodistas ayudados por Inteligencia Artificial serían,unos editores y periodistas ayudados por Inteligencia Artificial recomienden,una persona que con la ayuda de Inteligencia Artificial,esta persona ayudada por Inteligencia Artificial,la misma persona que con la ayuda de Inteligencia Artificial,los editores y periodistas ayudados por Inteligencia Artificial serían políticamente objetivos e imparciales,,derechas,5,4.666666667,5.333333333,1,1,1
12/18/2019 7:53,12/18/2019 8:06,0,88.22.181.96,100,822,1,12/18/2019 8:06,R_263zT2kzkfQIob8,,,,,41.23510742,1.811904907,anonymous,EN,1,1,4,9,6,5,2,2,2,2,4,"1,3,4,6",21,1,7,6,4,7,2,,7,7,7,7,7,7,1,1,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,1,4,4,4,4,4,4,4,4,4,4,4,4,6,55,Ninguno,2,0,1496954910,OXBbUeeV77FfEam_hnotag**,,moderador,persona,moderador,editores y periodistas,los editores y periodistas actuarían,los editores y periodistas serían,unos editores y periodistas recomienden,una persona que,esta persona,la misma persona que,los editores y periodistas serían políticamente objetivos e imparciales,,izquierdas,7,7,1.666666667,0,0,0
12/18/2019 7:57,12/18/2019 8:12,0,149.34.60.75,100,931,1,12/18/2019 8:12,R_3po0gE7Swwxx4dq,,,,,36.51489258,-4.883804321,anonymous,EN,1,2,3,14,2,4,2,3,2,5,4,"1,2,4",7,0,7,7,3,1,2,,1,4,5,2,5,1,6,1,2,4,4,3,4,6,5,4,7,5,4,5,6,4,6,4,2,6,4,6,3,4,5,3,4,4,5,3,5,5,13,,2,1,1579402574,OXBbUeeV77HtF2BiJr3imA**,,moderador,persona,moderador,editores y periodistas,los editores y periodistas actuarían,los editores y periodistas serían,unos editores y periodistas recomienden,una persona que,esta persona,la misma persona que,los editores y periodistas serían políticamente objetivos e imparciales,,izquierdas,2.666666667,3.333333333,3,1,1,1
12/18/2019 7:57,12/18/2019 8:06,0,84.78.240.84,100,571,1,12/18/2019 8:06,R_AHccPR0kik6bLaN,,,,,40.41720581,-3.684005737,anonymous,EN,1,1,3,8,4,4,3,3,4,5,3,"1,2",7,10,7,4,4,7,2,,13,13,13,13,13,13,13,13,13,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,6,37,"gracias, Dios les bendiga.",3,0,1547082585,OXBbUeeV77FijWWSiCkXyw**,,moderador con la ayuda de Inteligencia Artificial,una persona con la ayuda de Inteligencia Artificial,moderador ayudado por Inteligencia Artificial,editores y periodistas ayudados por Inteligencia Artificial,los editores y periodistas ayudados por Inteligencia Artificial actuarían,los editores y periodistas ayudados por Inteligencia Artificial serían,unos editores y periodistas ayudados por Inteligencia Artificial recomienden,una persona que con la ayuda de Inteligencia Artificial,esta persona ayudada por Inteligencia Artificial,la misma persona que con la ayuda de Inteligencia Artificial,los editores y periodistas ayudados por Inteligencia Artificial serían políticamente objetivos e imparciales,,derechas,13,13,13,1,1,1
12/18/2019 7:58,12/18/2019 8:07,0,95.19.246.188,100,570,1,12/18/2019 8:07,R_2CTIXEWBoR88PEn,,,,,41.38909912,2.161102295,anonymous,EN,1,2,2,9,4,4,2,2,4,5,3,"1,2,5,8",20,7,5,4,4,5,2,,3,10,5,11,9,11,13,13,13,4,2,4,5,5,3,5,5,3,2,4,3,4,3,3,3,5,5,5,5,3,4,3,2,7,6,6,5,3,35,"no,gracias.",2,1,1536623871,OXBbUeeV77FWFMQKjtfpEg**,,moderador,persona,moderador,editores y periodistas,los editores y periodistas actuarían,los editores y periodistas serían,unos editores y periodistas recomienden,una persona que,esta persona,la misma persona que,los editores y periodistas serían políticamente objetivos e imparciales,,derechas,10.33333333,6,13,0,1,0
12/18/2019 7:59,12/18/2019 8:06,0,188.65.92.142,100,418,1,12/18/2019 8:06,R_2CslyLPeefjVHev,,,,,41.65739441,-0.876403809,anonymous,EN,1,2,2,13,5,4,1,1,1,5,3,"2,4",7,0,7,6,7,2,2,,3,3,3,5,5,5,8,11,7,4,4,4,4,7,7,7,7,7,7,7,7,7,7,7,7,4,4,4,4,2,2,2,2,4,3,4,3,5,45,muy interesante,2,1,1340720140,OXBbUeeV77Ek-SeYa0kB_w**,,moderador,persona,moderador,editores y periodistas,los editores y periodistas actuarían,los editores y periodistas serían,unos editores y periodistas recomienden,una persona que,esta persona,la misma persona que,los editores y periodistas serían políticamente objetivos e imparciales,,izquierdas,5,3,8.666666667,1,1,0
12/18/2019 7:59,12/18/2019 10:05,0,80.35.249.71,100,7539,1,12/18/2019 10:05,R_1igjZGAxINtePyA,,,,,37.18789673,-3.604003906,anonymous,EN,1,2,4,1,2,5,4,3,3,"2,4",3,"7,8,9,10",20,2,7,6,7,7,2,,1,3,1,1,2,1,5,13,4,7,4,7,7,7,7,7,7,1,1,4,1,7,7,7,7,7,6,7,4,4,4,2,4,4,7,4,4,8,18,,2,1,1485970229,OXBbUeeV77GrD0O7kt0hXA**,,moderador,persona,moderador,editores y periodistas,los editores y periodistas actuarían,los editores y periodistas serían,unos editores y periodistas recomienden,una persona que,esta persona,la misma persona que,los editores y periodistas serían políticamente objetivos e imparciales,,izquierdas,1.333333333,1.666666667,7.333333333,1,1,0
12/18/2019 7:59,12/18/2019 8:09,0,91.116.221.108,100,582,1,12/18/2019 8:09,R_30tUKKKIFTuYpB1,,,,,43.36560059,-8.404296875,anonymous,EN,1,1,3,11,4,5,2,1,4,5,4,"1,2,4,5,6,7,8",21,5,7,7,5,2,2,,8,2,3,3,5,5,13,13,9,4,2,3,7,7,7,7,7,1,1,1,1,1,1,1,2,5,4,4,3,3,3,3,3,7,6,6,6,8,38,Me gustan las encuestas sobre politica,2,1,1366017421,OXBbUeeV77GSR_FDZWerqw**,,moderador,persona,moderador,editores y periodistas,los editores y periodistas actuarían,los editores y periodistas serían,unos editores y periodistas recomienden,una persona que,esta persona,la misma persona que,los editores y periodistas serían políticamente objetivos e imparciales,,centro,4.333333333,4.333333333,11.66666667,1,1,0
12/18/2019 8:03,12/18/2019 8:21,0,83.48.1.99,100,1069,1,12/18/2019 8:21,R_24IP4XMx4sAnBT3,,,,,41.54330444,2.109405518,anonymous,EN,1,2,3,9,4,4,2,2,2,4,3,"2,7,8,9,10",8,4,5,4,4,4,2,,7,7,2,7,7,7,1,1,1,4,4,4,4,6,6,6,6,7,7,7,7,6,6,6,6,4,4,4,4,5,5,5,5,6,6,6,6,8,39,No,1,1,1485831292,OXBbUeeV77Hvq9G4z_Tl5A**,,programa de Inteligencia Artificial,programa de Inteligencia Artificial,programa de Inteligencia Artificial,un programa de Inteligencia Artificial,el programa de Inteligencia Artificial actuaría,el programa de Inteligencia Artificial sería,un programa de Inteligencia Artificial recomiende,un programa de Inteligencia Artificial que,este programa de Inteligencia Artificial,el mismo programa de Inteligencia Artificial que,el programa de Inteligencia Artificial sería políticamente objetivo e imparcial,,izquierdas,7,5.333333333,1,1,1,1
12/18/2019 8:03,12/18/2019 8:15,0,87.219.59.234,100,713,1,12/18/2019 8:15,R_WAsnJqeqnmdN04x,,,,,36.71820068,-4.419204712,anonymous,EN,1,2,3,1,5,5,5,5,5,5,3,"1,2,4,5,6,7,8,9,10",21,2,6,6,7,6,2,,1,1,1,1,1,1,4,2,8,3,4,4,7,4,4,6,5,3,3,4,4,4,4,4,4,4,4,4,4,7,5,4,4,5,4,4,4,4,44,exelente,1,1,1485990589,OXBbUeeV77FZHiEzl3VSJw**,,programa de Inteligencia Artificial,programa de Inteligencia Artificial,programa de Inteligencia Artificial,un programa de Inteligencia Artificial,el programa de Inteligencia Artificial actuaría,el programa de Inteligencia Artificial sería,un programa de Inteligencia Artificial recomiende,un programa de Inteligencia Artificial que,este programa de Inteligencia Artificial,el mismo programa de Inteligencia Artificial que,el programa de Inteligencia Artificial sería políticamente objetivo e imparcial,,izquierdas,1,1,4.666666667,1,1,1
12/18/2019 8:04,12/18/2019 8:16,0,148.56.158.108,100,667,1,12/18/2019 8:16,R_20O6Z5ndMg64INX,,,,,43.31280518,-1.975006104,anonymous,EN,1,1,4,16,5,1,1,2,5,1,4,"1,2,3,4,5,6,7,8,9,10",20,1,7,6,7,3,2,,1,3,2,1,3,3,3,2,1,2,1,1,1,4,4,4,5,1,2,2,4,4,4,3,3,5,4,4,6,6,6,6,5,4,6,4,5,8,44,,2,1,1486591363,OXBbUeeV77GAWUrZxKFHSQ**,,moderador,persona,moderador,editores y periodistas,los editores y periodistas actuarían,los editores y periodistas serían,unos editores y periodistas recomienden,una persona que,esta persona,la misma persona que,los editores y periodistas serían políticamente objetivos e imparciales,,izquierdas,2.333333333,2,2,1,1,1
12/18/2019 8:05,12/18/2019 8:12,0,87.222.158.95,100,430,1,12/18/2019 8:12,R_3dYfwhoCiK6ulYq,,,,,40.36520386,-3.484802246,anonymous,EN,1,2,2,13,2,3,3,4,3,5,3,"8,9,10",7,6,4,4,4,4,2,,9,5,3,5,10,8,10,13,7,3,5,4,3,5,3,4,3,6,5,4,4,6,6,4,5,4,5,4,4,3,2,3,2,3,4,3,3,6,20,,3,0,1661615892,OXBbUeeV77EZ7WAyKurb-A**,,moderador con la ayuda de Inteligencia Artificial,una persona con la ayuda de Inteligencia Artificial,moderador ayudado por Inteligencia Artificial,editores y periodistas ayudados por Inteligencia Artificial,los editores y periodistas ayudados por Inteligencia Artificial actuarían,los editores y periodistas ayudados por Inteligencia Artificial serían,unos editores y periodistas ayudados por Inteligencia Artificial recomienden,una persona que con la ayuda de Inteligencia Artificial,esta persona ayudada por Inteligencia Artificial,la misma persona que con la ayuda de Inteligencia Artificial,los editores y periodistas ayudados por Inteligencia Artificial serían políticamente objetivos e imparciales,,derechas,7.666666667,5.666666667,10,1,0,1
12/18/2019 8:06,12/18/2019 8:16,0,84.78.246.51,100,641,1,12/18/2019 8:16,R_ukLQ0xflnUMNMAN,,,,,40.28520203,-3.797195435,anonymous,EN,1,1,4,13,2,4,4,5,5,"1,4",4,"1,2,3,4,5,6,10",20,2,5,5,4,4,2,,4,11,11,3,1,4,4,9,10,6,5,6,6,6,3,6,5,6,6,3,4,4,5,6,5,6,6,3,5,6,4,6,6,6,6,4,6,7,18,,2,1,1570692787,OXBbUeeV77HH7ykumMgqqA**,,moderador,persona,moderador,editores y periodistas,los editores y periodistas actuarían,los editores y periodistas serían,unos editores y periodistas recomienden,una persona que,esta persona,la misma persona que,los editores y periodistas serían políticamente objetivos e imparciales,,izquierdas,2.666666667,8.666666667,7.666666667,1,0,0
12/18/2019 8:06,12/18/2019 8:16,0,62.43.128.135,100,572,1,12/18/2019 8:16,R_1f1b1v6atHooqzw,,,,,39.66220093,-0.217498779,anonymous,EN,1,2,4,17,3,5,5,4,4,1,4,"1,2,3,5,6,7,8,9",20,6,6,4,5,5,2,,3,2,9,6,4,8,10,10,8,5,6,7,6,5,6,6,5,5,6,7,5,6,5,6,5,5,5,5,5,6,6,5,6,6,5,6,6,6,26,"No, ningún comentario más.",2,0,1342159319,OXBbUeeV77GnMM3roqIuOA**,,moderador,persona,moderador,editores y periodistas,los editores y periodistas actuarían,los editores y periodistas serían,unos editores y periodistas recomienden,una persona que,esta persona,la misma persona que,los editores y periodistas serían políticamente objetivos e imparciales,,derechas,6,4.666666667,9.333333333,0,0,1
